,total_tests,total_cases,total_deaths,total_active,total_positive,new_tests,new_cases,new_deaths,new_active,new_positive,rolling_total_tests,rolling_positive_tests,positive_test_rate
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-26,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
2020-02-27,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2020-02-28,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,
2020-02-29,42.0,18.0,5.0,13.0,18.0,42.0,18.0,1.0,17.0,18.0,6.0,2.5714285714285716,42.85714285714286
2020-03-01,130.0,45.0,8.0,37.0,45.0,88.0,27.0,3.0,24.0,27.0,24.571428571428573,9.0,36.627906976744185
2020-03-02,328.0,85.0,11.0,74.0,85.0,198.0,40.0,3.0,37.0,40.0,71.42857142857143,21.142857142857142,29.599999999999998
2020-03-03,572.0,126.0,14.0,112.0,126.0,244.0,41.0,3.0,38.0,41.0,153.14285714285714,39.142857142857146,25.559701492537318
2020-03-04,1676.0,259.0,16.0,243.0,259.0,1104.0,133.0,2.0,131.0,133.0,392.57142857142856,76.14285714285714,19.395924308588064
2020-03-05,2307.0,358.0,20.0,338.0,358.0,631.0,99.0,4.0,95.0,99.0,722.1428571428571,127.28571428571429,17.62611275964392
2020-03-06,3128.0,456.0,26.0,430.0,456.0,821.0,98.0,6.0,92.0,98.0,1169.0,192.42857142857142,16.460955639740927
2020-03-07,3948.0,615.0,27.0,588.0,615.0,820.0,159.0,1.0,158.0,159.0,1727.0,277.7142857142857,16.080734552072133
2020-03-08,4839.0,790.0,31.0,759.0,790.0,891.0,175.0,4.0,171.0,175.0,2399.714285714286,384.14285714285717,16.00785807834266
2020-03-09,6629.0,1046.0,35.0,1011.0,1046.0,1790.0,256.0,4.0,252.0,256.0,3299.8571428571427,521.4285714285714,15.801549850642887
2020-03-10,9148.0,1381.0,37.0,1344.0,1381.0,2519.0,335.0,2.0,333.0,335.0,4525.0,700.7142857142857,15.485398579321231
2020-03-11,13018.0,1830.0,43.0,1787.0,1830.0,3870.0,449.0,6.0,443.0,449.0,6145.285714285715,925.1428571428571,15.054513331938535
2020-03-12,18373.0,2435.0,51.0,2384.0,2435.0,5355.0,605.0,8.0,597.0,605.0,8440.42857142857,1221.857142857143,14.476245282060832
2020-03-13,27636.0,3380.0,55.0,3325.0,3380.0,9263.0,945.0,4.0,941.0,945.0,11941.57142857143,1639.5714285714287,13.729947003864051
2020-03-14,32293.0,4185.0,64.0,4121.0,4185.0,4657.0,805.0,9.0,796.0,805.0,15990.857142857143,2149.5714285714284,13.442502858776443
2020-03-15,39951.0,5290.0,79.0,5211.0,5290.0,7658.0,1105.0,15.0,1090.0,1105.0,21006.85714285714,2792.4285714285716,13.292938360263317
2020-03-16,57976.0,6790.0,100.0,6690.0,6790.0,18025.0,1500.0,21.0,1479.0,1500.0,28342.14285714286,3613.0,12.747801103858464
2020-03-17,75473.0,10342.0,123.0,10219.0,10342.0,17497.0,3552.0,23.0,3529.0,3552.0,37817.142857142855,4893.142857142857,12.93895436687821
2020-03-18,100623.0,13424.0,155.0,13269.0,13424.0,25150.0,3082.0,32.0,3050.0,3082.0,50332.142857142855,6549.428571428572,13.012417512240122
2020-03-19,128614.0,18092.0,203.0,17889.0,18092.0,27991.0,4668.0,48.0,4620.0,4668.0,66080.85714285714,8786.142857142857,13.296048563880614
2020-03-20,165335.0,24245.0,272.0,23973.0,24245.0,36721.0,6153.0,69.0,6084.0,6153.0,85752.14285714286,11766.857142857143,13.72193947673111
2020-03-21,210756.0,31038.0,334.0,30704.0,31038.0,45421.0,6793.0,62.0,6731.0,6793.0,111246.85714285714,15603.0,14.025564767158752
2020-03-22,256373.0,40199.0,480.0,39719.0,40199.0,45617.0,9161.0,146.0,9015.0,9161.0,142164.2857142857,20590.0,14.48324373210069
2020-03-23,314725.0,51657.0,581.0,51076.0,51657.0,58352.0,11458.0,101.0,11357.0,11458.0,178842.7142857143,26999.571428571428,15.09682490360644
2020-03-24,384135.0,62372.0,815.0,61557.0,62372.0,69410.0,10715.0,234.0,10481.0,10715.0,222937.2857142857,34432.42857142857,15.444894496274097
2020-03-25,468770.0,75279.0,1050.0,74229.0,75279.0,84635.0,12907.0,235.0,12672.0,12907.0,275529.71428571426,43268.857142857145,15.703880525201328
2020-03-26,570801.0,92999.0,1370.0,91532.0,92999.0,102031.0,17720.0,320.0,17303.0,17720.0,338699.28571428574,53969.857142857145,15.934446696289797
2020-03-27,673714.0,112131.0,1776.0,107937.0,112131.0,102913.0,19132.0,406.0,16405.0,19132.0,411324.85714285716,66525.0,16.173347864774247
2020-03-28,780780.0,131822.0,2314.0,126365.0,131822.0,107066.0,19691.0,538.0,18428.0,19691.0,492756.85714285716,80922.71428571429,16.422443059428325
2020-03-29,868546.0,151401.0,2835.0,144514.0,151401.0,87766.0,19579.0,521.0,18149.0,19579.0,580210.1428571428,96808.71428571429,16.685112364461055
2020-03-30,987307.0,173456.0,3424.0,165472.0,173456.0,118761.0,22055.0,589.0,20958.0,22055.0,676293.2857142857,114208.57142857143,16.887432396722218
2020-03-31,1099812.0,198304.0,4314.0,188324.0,198304.0,112505.0,24848.0,890.0,22852.0,24848.0,778532.8571428572,133627.42857142858,17.164006290219884
2020-04-01,1208578.0,224089.0,5324.0,211681.0,224089.0,108766.0,25785.0,1010.0,23357.0,25785.0,884219.7142857143,154886.0,17.516687028983423
2020-04-02,1327693.0,252146.0,6496.0,237064.0,252146.0,119115.0,28057.0,1172.0,25383.0,28057.0,992347.1428571428,177621.2857142857,17.89910788707293
2020-04-03,1460782.0,284222.0,7782.0,265579.0,284222.0,133089.0,32076.0,1286.0,28515.0,32076.0,1104785.4285714286,202205.7142857143,18.302713726699093
2020-04-04,1690060.0,317434.0,9264.0,295354.0,317434.0,229278.0,33212.0,1482.0,29775.0,33212.0,1234682.5714285714,228721.7142857143,18.524738226528555
2020-04-05,1809859.0,342934.0,10604.0,317817.0,342934.0,119799.0,25500.0,1340.0,22463.0,25500.0,1369155.857142857,256083.57142857142,18.703756047391455
2020-04-06,1962114.0,371936.0,11922.0,343460.0,371936.0,152255.0,29002.0,1318.0,25643.0,29002.0,1508414.0,284437.85714285716,18.856750013116898
2020-04-07,2116603.0,402821.0,13946.0,370432.0,402821.0,154489.0,30885.0,2024.0,26972.0,30885.0,1653669.857142857,313654.5714285714,18.96718199668288
2020-04-08,2264352.0,433416.0,15956.0,396358.0,433416.0,147749.0,30595.0,2010.0,25926.0,30595.0,1804494.7142857143,343558.4285714286,19.039037679166697
2020-04-09,2435595.0,467911.0,17999.0,425093.0,467911.0,171243.0,34495.0,2043.0,28735.0,34495.0,1962766.4285714286,374382.0,19.074200299649945
2020-04-10,2594170.0,502294.0,20107.0,453190.0,502294.0,158575.0,34383.0,2108.0,28097.0,34383.0,2124679.0,405535.14285714284,19.08688996583215
2020-04-11,2731268.0,532800.0,22162.0,479071.0,532800.0,137098.0,30506.0,2055.0,25881.0,30506.0,2273423.0,436301.71428571426,19.19140055703291
2020-04-12,2870235.0,560563.0,23865.0,502617.0,560563.0,138967.0,27763.0,1703.0,23546.0,27763.0,2424905.285714286,467391.5714285714,19.27463205190282
2020-04-13,3004784.0,585763.0,25509.0,524882.0,585763.0,134549.0,25200.0,1644.0,22265.0,25200.0,2573858.1428571427,497938.28571428574,19.34598793240187
2020-04-14,3156905.0,611472.0,27845.0,544359.0,611472.0,152121.0,25709.0,2336.0,19477.0,25709.0,2722472.714285714,527745.5714285715,19.384788272048276
2020-04-15,3294239.0,641782.0,30389.0,567958.0,641782.0,137334.0,30310.0,2544.0,23599.0,30310.0,2869599.4285714286,557512.1428571428,19.428221838428815
2020-04-16,3458391.0,672761.0,32589.0,591321.0,672761.0,164152.0,30979.0,2200.0,23363.0,30979.0,3015713.1428571427,586776.4285714285,19.457302494477496
2020-04-17,3617746.0,704774.0,34709.0,616532.0,704774.0,159355.0,32013.0,2120.0,25211.0,32013.0,3161938.285714286,615702.1428571428,19.472301076807856
2020-04-18,3763902.0,732679.0,36602.0,633237.0,732679.0,146156.0,27905.0,1893.0,16705.0,27905.0,3309457.4285714286,644256.2857142857,19.46712715360075
2020-04-19,3918122.0,760067.0,38374.0,654488.0,760067.0,154220.0,27388.0,1772.0,21251.0,27388.0,3459155.5714285714,672756.8571428572,19.448586316833975
2020-04-20,4064390.0,785966.0,40172.0,676301.0,785966.0,146268.0,25899.0,1798.0,21813.0,25899.0,3610527.8571428573,701357.2857142857,19.425339270731882
2020-04-21,4217813.0,812326.0,42639.0,696845.0,812326.0,153423.0,26360.0,2467.0,20544.0,26360.0,3762086.1428571427,730050.7142857143,19.405475753707016
2020-04-22,4541999.0,841283.0,44737.0,703568.0,841283.0,324186.0,28957.0,2098.0,6723.0,28957.0,3940337.5714285714,758550.8571428572,19.25091044592517
2020-04-23,4735434.0,873088.0,46528.0,729639.0,873088.0,193435.0,31805.0,1791.0,26071.0,31805.0,4122772.285714286,787169.0,19.09319616626898
2020-04-24,4971958.0,907327.0,48423.0,757608.0,907327.0,236524.0,34239.0,1895.0,27969.0,34239.0,4316231.142857143,816105.1428571428,18.90781832218836
2020-04-25,5248545.0,943197.0,50171.0,780487.0,943197.0,276587.0,35870.0,1748.0,22879.0,35870.0,4528323.0,846179.1428571428,18.686368946233358
2020-04-26,5455140.0,970508.0,51385.0,802594.0,970508.0,206595.0,27311.0,1214.0,22107.0,27311.0,4747897.0,876242.1428571428,18.45537388147095
2020-04-27,5651220.0,993208.0,52655.0,819230.0,993208.0,196080.0,22700.0,1270.0,16636.0,22700.0,4974587.0,905848.1428571428,18.209514535722118
2020-04-28,5858455.0,1018490.0,54727.0,824722.0,1018490.0,207235.0,25282.0,2072.0,5492.0,25282.0,5208964.428571428,935300.1428571428,17.95558705924301
2020-04-29,6097833.0,1045215.0,57440.0,840610.0,1045215.0,239378.0,26725.0,2713.0,15888.0,26725.0,5431226.428571428,964433.2857142857,17.75719164719045
2020-04-30,6331285.0,1074764.0,59580.0,860536.0,1074764.0,233452.0,29549.0,2140.0,19926.0,29549.0,5659205.142857143,993244.1428571428,17.550947841337436
2020-05-01,6627414.0,1107793.0,61357.0,882792.0,1107793.0,296129.0,33029.0,1777.0,22256.0,33029.0,5895698.857142857,1021882.1428571428,17.332671963377077
2020-05-02,6874883.0,1136941.0,62921.0,899033.0,1136941.0,247469.0,29148.0,1564.0,16241.0,29148.0,6128032.857142857,1049559.857142857,17.127190431420196
2020-05-03,7111710.0,1162651.0,64152.0,918766.0,1162651.0,236827.0,25710.0,1231.0,19733.0,25710.0,6364685.714285715,1077008.857142857,16.921634554955016
2020-05-04,7344021.0,1185294.0,65187.0,933355.0,1185294.0,232311.0,22643.0,1035.0,14589.0,22643.0,6606514.428571428,1104449.7142857143,16.71758574399325
2020-05-05,7616548.0,1207740.0,67639.0,950765.0,1207740.0,272527.0,22446.0,2452.0,17410.0,22446.0,6857670.571428572,1131485.4285714286,16.499559388075426
2020-05-06,7862494.0,1232837.0,69589.0,973823.0,1232837.0,245946.0,25097.0,1950.0,23058.0,25097.0,7109765.0,1158288.5714285714,16.29151696896552
2020-05-07,8165068.0,1260396.0,72341.0,993527.0,1260396.0,302574.0,27559.0,2752.0,19704.0,27559.0,7371734.0,1184807.4285714286,16.07230305069918
2020-05-08,8463839.0,1288044.0,74139.0,1015446.0,1288044.0,298771.0,27648.0,1798.0,21919.0,27648.0,7634080.428571428,1210557.5714285714,15.85728081797409
2020-05-09,8755862.0,1312831.0,75584.0,1025271.0,1312831.0,292023.0,24787.0,1445.0,9825.0,24787.0,7902791.714285715,1235684.7142857143,15.636053169059135
2020-05-10,9022607.0,1334223.0,76620.0,1042012.0,1334223.0,266745.0,21392.0,1036.0,16741.0,21392.0,8175777.0,1260195.0,15.413764343132158
2020-05-11,9406085.0,1352463.0,77512.0,1042809.0,1352463.0,383478.0,18240.0,892.0,797.0,18240.0,8470357.57142857,1284076.2857142857,15.159646743197872
2020-05-12,9715770.0,1375165.0,78998.0,1057310.0,1375165.0,309685.0,22702.0,1486.0,14501.0,22702.0,8770246.42857143,1307994.142857143,14.913995330803948
2020-05-13,10036208.0,1396439.0,80702.0,1072307.0,1396439.0,320438.0,21274.0,1704.0,14997.0,21274.0,9080777.0,1331365.857142857,14.661364959659917
2020-05-14,10401650.0,1423170.0,82582.0,1094174.0,1423170.0,365442.0,26731.0,1880.0,21867.0,26731.0,9400288.714285715,1354619.2857142857,14.410400859876324
2020-05-15,10761110.0,1447917.0,84089.0,1113081.0,1447917.0,359460.0,24747.0,1507.0,18907.0,24747.0,9728470.285714285,1377458.2857142857,14.15904294570346
2020-05-16,11123899.0,1472548.0,85077.0,1119095.0,1472548.0,362789.0,24631.0,988.0,6014.0,24631.0,10066761.285714285,1400275.0,13.909885813892565
2020-05-17,11495551.0,1492630.0,85926.0,1134439.0,1492630.0,371652.0,20082.0,849.0,15344.0,20082.0,10420039.0,1422904.5714285714,13.65546301149709
2020-05-18,11851744.0,1513646.0,86774.0,1143694.0,1513646.0,356193.0,21016.0,848.0,9255.0,21016.0,10769418.857142856,1445930.7142857143,13.426264995967685
2020-05-19,12254620.0,1534548.0,88100.0,1156964.0,1534548.0,402876.0,20902.0,1326.0,13270.0,20902.0,11132111.714285715,1468699.7142857143,13.193361259579783
2020-05-20,12663201.0,1555886.0,89499.0,1172075.0,1555886.0,408581.0,21338.0,1399.0,15111.0,21338.0,11507396.42857143,1491477.857142857,12.96103655071536
2020-05-21,13126081.0,1582491.0,90893.0,1193180.0,1582491.0,462880.0,26605.0,1394.0,21105.0,26605.0,11896600.857142856,1514238.0,12.728324823059303
2020-05-22,13536445.0,1607064.0,92234.0,1164695.0,1607064.0,410364.0,24573.0,1341.0,0.0,24573.0,12293077.285714285,1536973.2857142857,12.502754599130306
2020-05-23,13927124.0,1628594.0,93297.0,1174058.0,1628594.0,390679.0,21530.0,1063.0,9363.0,21530.0,12693538.0,1559265.5714285714,12.283931961511215
2020-05-24,14309110.0,1648640.0,93977.0,1187927.0,1648640.0,381986.0,20046.0,680.0,13869.0,20046.0,13095475.0,1581552.7142857143,12.077093150769363
2020-05-25,14732518.0,1667330.0,94536.0,1193637.0,1667330.0,423408.0,18690.0,559.0,5710.0,18690.0,13507014.142857144,1603507.5714285714,11.87166574691526
2020-05-26,15040325.0,1684082.0,95181.0,1203999.0,1684082.0,307807.0,16752.0,645.0,10362.0,16752.0,13904972.0,1624869.5714285714,11.685529258372986
2020-05-27,15350324.0,1703519.0,96502.0,1215509.0,1703519.0,309999.0,19437.0,1321.0,11510.0,19437.0,14288846.714285715,1645960.0,11.519194186290772
2020-05-28,15786384.0,1726150.0,97733.0,1150318.0,1726150.0,436060.0,22631.0,1231.0,0.0,22631.0,14668890.0,1666482.7142857143,11.360659970084406
2020-05-29,16275061.0,1749723.0,98917.0,1166252.0,1749723.0,488677.0,23573.0,1184.0,15934.0,23573.0,15060120.857142856,1686862.5714285714,11.200856802078786
2020-05-30,16701604.0,1773405.0,99849.0,1178987.0,1773405.0,426543.0,23682.0,932.0,12735.0,23682.0,15456475.142857144,1707549.857142857,11.047472605239896
2020-05-31,17098353.0,1794963.0,100501.0,1171596.0,1794963.0,396749.0,21558.0,652.0,0.0,21558.0,15854938.42857143,1728453.142857143,10.901670483578668
2020-06-01,17512505.0,1815446.0,101169.0,1177938.0,1815446.0,414152.0,20483.0,668.0,6342.0,20483.0,16252079.42857143,1749612.5714285714,10.765468991941567
2020-06-02,17933214.0,1835555.0,102131.0,1191448.0,1835555.0,420709.0,20109.0,962.0,13510.0,20109.0,16665349.285714285,1771251.5714285714,10.628349523684493
2020-06-03,18401929.0,1855951.0,103124.0,1195461.0,1855951.0,468715.0,20396.0,993.0,4013.0,20396.0,17101292.85714286,1793027.5714285714,10.484748646823276
2020-06-04,18864701.0,1876828.0,104017.0,1203188.0,1876828.0,462772.0,20877.0,893.0,7727.0,20877.0,17541052.42857143,1814553.0,10.344607356878985
2020-06-05,19372786.0,1900227.0,104843.0,1219057.0,1900227.0,508085.0,23399.0,826.0,15869.0,23399.0,17983584.57142857,1836053.5714285714,10.20960845784662
2020-06-06,19917628.0,1923291.0,105571.0,1232250.0,1923291.0,544842.0,23064.0,728.0,13193.0,23064.0,18443016.57142857,1857465.857142857,10.07137769436478
2020-06-07,20340752.0,1942032.0,106018.0,1245026.0,1942032.0,423124.0,18741.0,447.0,12776.0,18741.0,18906216.42857143,1878475.7142857143,9.935756957943878
2020-06-08,20738182.0,1959241.0,106679.0,1249419.0,1959241.0,397430.0,17209.0,661.0,4393.0,17209.0,19367027.42857143,1899017.857142857,9.805417295693552
2020-06-09,21159872.0,1976552.0,107581.0,1259495.0,1976552.0,421690.0,17311.0,902.0,10076.0,17311.0,19827978.57142857,1919160.2857142857,9.67905164311469
2020-06-10,21589737.0,1997446.0,108468.0,1270853.0,1997446.0,429865.0,20894.0,887.0,11358.0,20894.0,20283379.714285713,1939373.857142857,9.561394030290444
2020-06-11,22049953.0,2019600.0,109367.0,1281216.0,2019600.0,460216.0,22154.0,899.0,10363.0,22154.0,20738415.714285713,1959769.857142857,9.449949717194956
2020-06-12,22673524.0,2043199.0,110142.0,1296946.0,2043199.0,623571.0,23599.0,775.0,15730.0,23599.0,21209949.714285713,1980194.4285714286,9.336158054338489
2020-06-13,23170286.0,2068573.0,110836.0,1312406.0,2068573.0,496762.0,25374.0,694.0,15460.0,25374.0,21674615.14285714,2000949.0,9.231762533321897
2020-06-14,23655839.0,2089972.0,111192.0,1328239.0,2089972.0,485553.0,21399.0,356.0,15833.0,21399.0,22148199.0,2022083.2857142857,9.129786515437601
2020-06-15,24089858.0,2108601.0,111573.0,1331969.0,2108601.0,434019.0,18629.0,381.0,3730.0,18629.0,22627009.85714286,2043420.4285714286,9.030890256700733
2020-06-16,24556005.0,2132098.0,112303.0,1347567.0,2132098.0,466147.0,23497.0,730.0,15598.0,23497.0,23112171.714285713,2065641.2857142857,8.93746079446747
2020-06-17,25043177.0,2156102.0,113070.0,1362116.0,2156102.0,487172.0,24004.0,767.0,14549.0,24004.0,23605520.285714287,2088306.4285714286,8.846686721136331
2020-06-18,25562546.0,2183846.0,113775.0,1379379.0,2183846.0,519369.0,27744.0,705.0,17263.0,27744.0,24107319.285714287,2111770.1428571427,8.759871298127091
2020-06-19,26142125.0,2215318.0,114430.0,1402769.0,2215318.0,579579.0,31472.0,655.0,23390.0,31472.0,24602833.714285713,2136358.5714285714,8.683384183457243
2020-06-20,26707723.0,2247612.0,115059.0,1423689.0,2247612.0,565598.0,32294.0,629.0,20920.0,32294.0,25108181.85714286,2161935.5714285714,8.610482366780918
2020-06-21,27231700.0,2275540.0,115353.0,1446650.0,2275540.0,523977.0,27928.0,294.0,22961.0,27928.0,25619019.14285714,2188445.285714286,8.542268045123219
2020-06-22,27703070.0,2302821.0,115639.0,1455580.0,2302821.0,471370.0,27281.0,286.0,8930.0,27281.0,26135192.285714287,2216191.0,8.479719512954906
2020-06-23,28205621.0,2336268.0,116349.0,1480967.0,2336268.0,502551.0,33447.0,710.0,25387.0,33447.0,26656566.0,2245358.1428571427,8.423283564946598
2020-06-24,28729513.0,2375111.0,117073.0,1510473.0,2375111.0,523892.0,38843.0,724.0,29506.0,38843.0,27183185.42857143,2276645.1428571427,8.375196309643055
2020-06-25,29371455.0,2414360.0,117720.0,1539921.0,2414360.0,641942.0,39249.0,647.0,29448.0,39249.0,27727315.285714287,2309575.714285714,8.329604545145623
2020-06-26,29981492.0,2458903.0,118357.0,1576580.0,2458903.0,610037.0,44543.0,637.0,36659.0,44543.0,28275796.285714287,2344373.5714285714,8.291096553885605
2020-06-27,30580923.0,2502687.0,118868.0,1611354.0,2502687.0,599431.0,43784.0,511.0,34774.0,43784.0,28829110.57142857,2380812.8571428573,8.258363889666406
2020-06-28,31158301.0,2544259.0,119139.0,1646799.0,2544259.0,577378.0,41572.0,271.0,35445.0,41572.0,29390053.57142857,2419201.285714286,8.231360585426435
2020-06-29,31814100.0,2584070.0,119471.0,1666239.0,2584070.0,655799.0,39811.0,332.0,19440.0,39811.0,29977343.57142857,2459379.714285714,8.204128255813002
2020-06-30,32442115.0,2631933.0,120067.0,1698078.0,2631933.0,628015.0,47863.0,596.0,31839.0,47863.0,30582557.0,2501617.5714285714,8.179883622643363
2020-07-01,33082494.0,2682914.0,120768.0,1738995.0,2682914.0,640379.0,50981.0,701.0,40917.0,50981.0,31204411.42857143,2545589.4285714286,8.157787030844723
2020-07-02,33744932.0,2736998.0,121463.0,1740408.0,2736998.0,662438.0,54084.0,695.0,1413.0,54084.0,31829193.85714286,2591680.5714285714,8.142463749037008
2020-07-03,34452925.0,2790948.0,122061.0,1785326.0,2790948.0,707993.0,53950.0,598.0,44918.0,53950.0,32467970.0,2639115.5714285714,8.128366422134095
2020-07-04,35084744.0,2845286.0,122367.0,1828594.0,2845286.0,631819.0,54338.0,306.0,43268.0,54338.0,33111373.0,2688058.285714286,8.118232625733418
2020-07-05,35763696.0,2890899.0,122576.0,1865765.0,2890899.0,678952.0,45613.0,209.0,37171.0,45613.0,33769286.571428575,2737578.285714286,8.106710456922974
2020-07-06,36277216.0,2932817.0,122819.0,1885850.0,2932817.0,513520.0,41918.0,243.0,20085.0,41918.0,34406874.571428575,2787399.285714286,8.101285921590039
